0.0	0.8245194805
1.163	0.1244307692
2.18	0.8694339623
3.184	0.6482951147
4.191	0.4318614052
5.203	0.138120197
6.216	0.1145019305
7.223	0.8418461538
8.235	0.8975810277
9.247	0.1057254902
10.479	1.530857143
11.507	1.529296443
12.508	0.7246215979
13.52	0.182779661
14.528	1.712866426
15.539	0.8903770977
16.548	0.3826573427
17.551	0.8975810277
18.58	0.1136245211
25.372	0.8636545633
26.38	1.602089021
27.393	1.081422925
28.4	0.8484553484
29.405	1.274793651
30.412	1.112766041
31.436	0.1293284133
32.44	0.4403824701
33.472	0.4444828263
34.624	0.9119847474
35.632	0.983976024
36.64	1.445433962
37.652	0.1680366636
38.672	0.6514285714
39.681	0.5035267606
40.692	0.5348973607
41.693	1.006718101
42.712	0.9993992095
43.732	0.3433411765
44.733	0.1172173913
45.872	0.1063510848
46.88	0.1982721893
47.893	0.1246753247
48.912	1.869014807
49.92	0.1397925926
50.921	1.383365079
52.04	0.7831146245
53.052	0.8058268657
54.06	1.363002979
55.081	0.1113840376
56.092	1.542095238
57.1	0.1333891532
58.113	0.6622857143
59.12	0.1249111969
60.141	0.1756015326
61.152	0.4090482759
62.153	1.729052055
63.172	0.1021212121
64.232	1.957207843
65.24	1.108779221
66.253	0.5515256917
67.26	1.232587885
68.272	0.1412955619
69.273	0.1400519481
70.284	1.099152475
71.293	0.1061417323
72.312	2.065517787
73.313	0.1040926641
74.32	1.945358491
75.321	1.346285714
76.333	0.2075715605
77.352	1.031428571
78.361	0.1450762332
79.372	1.026337611
80.38	0.6068171206
81.52	1.170653582
82.524	1.434566038
83.525	0.1219679548
84.532	0.135011583
85.533	0.7747964602
86.552	1.136617211
87.553	0.6955471698
88.572	0.1374431373
89.68	1.135494071
90.681	0.3272963464
91.693	0.1267463271
92.706	1.421298701
93.714	0.2116396075
94.726	0.1820536246
95.733	1.134373149
96.734	0.1338439716
97.746	1.014222222
98.749	1.486897103
99.753	1.108779221
100.766	0.5537142857
101.773	1.453415263
102.788	1.498285714
103.793	0.1574306569
104.798	1.177243028
105.806	1.669150147
106.814	0.1425646837
107.826	1.290772908
108.845	1.463721393
109.846	0.7992727273
110.853	1.623004897
111.865	0.7885647517
112.866	0.8142857143
113.893	1.454097902
114.905	0.7425132743
115.906	0.1328834123
116.913	0.1040561404
117.934	0.1437866667
118.953	0.1343202847
119.965	1.000742857
120.973	0.16176
122.093	0.1477391304
123.098	1.200379447
124.105	1.108528302
125.113	1.093317507
126.126	0.1888919723
127.134	0.1264738077
128.157	0.491988012
129.165	1.045207843
130.173	0.8549419124
131.194	0.9826256207
132.205	0.7799142857
133.214	0.109837037
134.225	1.236746346
135.233	1.523576471
136.25	1.748
137.255	1.4592
138.35	0.1424301887
139.362	0.1180338308
140.438	0.1850448046
141.442	0.1208551724
142.462	0.150374502
143.47	0.1145019305
144.491	0.1492250923
145.503	0.4940372915
146.51	0.3716461126
147.531	0.197958042
148.543	0.1593694581
149.73	0.8839747064
150.75	0.3004235294
151.758	0.9949090909
152.763	0.1054669927
153.77	1.232822134
154.779	0.7962893954
155.783	0.1981635884
156.79	2.073714286
157.791	0.7081411765
158.803	1.081422925
159.89	0.2531293673
160.903	0.3440558325
161.991	0.1251714286
163.003	1.672759241
164.11	0.1342008889
165.122	0.1113518666
166.13	1.314708538
167.179	0.1496392229
168.198	1.482454183
169.218	0.1058292444
170.231	1.693714286
171.35	0.1018550725
172.351	0.2839529412
173.39	0.1229754386
174.398	1.150857143
175.463	1.673660377
176.471	2.024750247
177.472	0.2448842105
178.484	0.1057254902
179.623	0.2177538462
180.651	1.328837117
181.664	0.8132889324
182.671	0.167422831
183.672	0.1540571429
184.679	1.335428571
185.683	0.1268705882
186.691	1.027351779
187.703	1.368370682
188.711	0.1159569892
189.731	1.543522037
190.743	0.1262517073
191.751	0.1585882353
192.752	0.9840948617
193.764	1.057338645
194.771	0.9889811321
195.779	2.022617383
196.791	0.8360744368
197.8	0.1182691924
198.819	1.124679842
199.839	1.222007905
200.851	0.7831146245
201.871	1.167380338
202.879	1.491388235
203.892	0.7238381046
204.899	0.1037921078
205.911	1.336211973
206.932	1.77676494
207.937	1.124679842
208.94	0.1172173913
210.039	0.1208551724
211.143	0.1140615385
212.203	0.7074476004
213.383	0.1762769231
214.543	1.422131501
215.587	0.2040796813
216.788	1.669881423
217.828	0.6488557409
218.868	0.1140615385
220.384	0.1073034826
221.404	1.93383613
222.443	1.387494527
223.523	0.9656470588
224.579	0.2185945946
225.599	0.102350302
226.655	0.1275135135
227.675	2.390943396
228.755	0.38
230.215	1.883892537
231.231	1.507647175
232.335	0.8583859649
233.475	0.9539823702
